RowId+30:30AA141:261:42AA141:261:54AA141:261:661:26,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,Report
BRFSS~2021~2021~55~Q09~TSC09~AGE~RACE,2021,2021,WI,Wisconsin,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-89.81637074199966 44.39319117400049),C03,TSC09,Q09,,55,AGE,5064,RACE,HIS,,,
BRFSS~2020~2020~31~Q32~TOC07~AGE~RACE,2020,2020,NE,Nebraska,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-99.36572062299967 41.6410409880005),C01,TOC07,Q32,,31,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2020~2020~53~Q20~TSC03~AGE~RACE,2020,2020,WA,Washington,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-120.47001078999972 47.52227862900048),C03,TSC03,Q20,,53,AGE,5064,RACE,BLK,,,
BRFSS~2021~2021~53~Q21~TAC03~AGE~OVERALL,2021,2021,WA,Washington,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,9.1,9.1,,,8.2,10,,Age Group,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),C04,TAC03,Q21,,53,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2018~2018~19~Q21~TAC03~AGE~RACE,2018,2018,IA,Iowa,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-93.81649055599968 42.46940091300047),C04,TAC03,Q21,,19,AGE,65PLUS,RACE,ASN,,,
BRFSS~2020~2020~19~Q32~TOC07~AGE~RACE,2020,2020,IA,Iowa,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,31.3,31.3,,,21.5,43,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-93.81649055599968 42.46940091300047),C01,TOC07,Q32,,19,AGE,5064,RACE,HIS,,,
BRFSS~2018~2018~66~Q32~TOC07~AGE~RACE,2018,2018,GU,Guam,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (144.793731 13.444304),C01,TOC07,Q32,,66,AGE,65PLUS,RACE,BLK,,,
BRFSS~2015~2015~28~Q33~TOC08~AGE~GENDER,2015,2015,MS,Mississippi,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,63.5,63.5,,,60,66.8,,Age Group,Overall,Gender,Male,,,POINT (-89.53803082499968 32.745510099000455),C01,TOC08,Q33,,28,AGE,AGE_OVERALL,GENDER,MALE,,,
BRFSS~2017~2017~24~Q31~TCC02~AGE~OVERALL,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,,%,PRCTG,Percentage,33.2,33.2,,,25.4,41.9,,Age Group,Overall,,,,,POINT (-76.60926011099963 39.29058096400047),C06,TCC02,Q31,,24,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2017~2017~16~Q08~TOC01~AGE~RACE,2017,2017,ID,Idaho,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-114.3637300419997 43.682630005000476),C01,TOC01,Q08,,16,AGE,5064,RACE,BLK,,,
BRFSS~2019~2019~17~Q32~TOC07~AGE~RACE,2019,2019,IL,Illinois,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,27.9,27.9,,,21.8,35.1,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-88.99771017799969 40.48501028300046),C01,TOC07,Q32,,17,AGE,5064,RACE,BLK,,,
BRFSS~2016~2016~18~Q35~TOC03~AGE~GENDER,2016,2016,IN,Indiana,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,6.4,6.4,,,5.8,6.9,,Age Group,Overall,Gender,Female,,,POINT (-86.14996019399968 39.766910452000445),C01,TOC03,Q35,,18,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2021~2021~25~Q09~TSC09~AGE~RACE,2021,2021,MA,Massachusetts,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-72.08269067499964 42.27687047000046),C03,TSC09,Q09,,25,AGE,AGE_OVERALL,RACE,ASN,,,
BRFSS~2020~2020~25~Q16~TNC03~AGE~RACE,2020,2020,MA,Massachusetts,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,47.8,47.8,,,37,58.9,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-72.08269067499964 42.27687047000046),C02,TNC03,Q16,,25,AGE,5064,RACE,HIS,,,
BRFSS~2015~2015~02~Q09~TSC09~AGE~GENDER,2015,2015,AK,Alaska,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,48.1,48.1,,,36.7,59.7,,Age Group,50-64 years,Gender,Male,,,POINT (-147.72205903599973 64.84507995700051),C03,TSC09,Q09,,2,AGE,5064,GENDER,MALE,,,
BRFSS~2015~2015~17~Q41~TCC03~AGE~RACE,2015,2015,IL,Illinois,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-88.99771017799969 40.48501028300046),C06,TCC03,Q41,,17,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2016~2021~23~Q38~TGC03~AGE~RACE,2016,2021,ME,Maine,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-68.98503133599962 45.254228894000505),C07,TGC03,Q38,,23,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2020~2020~20~Q32~TOC07~AGE~GENDER,2020,2020,KS,Kansas,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,18.5,18.5,,,16.1,21.3,,Age Group,50-64 years,Gender,Female,,,POINT (-98.20078122699965 38.34774030000045),C01,TOC07,Q32,,20,AGE,5064,GENDER,FEMALE,,,
BRFSS~2021~2021~23~Q43~TOC11~AGE~RACE,2021,2021,ME,Maine,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,39.6,39.6,,,37.2,42.1,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-68.98503133599962 45.254228894000505),C01,TOC11,Q43,,23,AGE,5064,RACE,WHT,,,
BRFSS~2021~2021~15~Q16~TNC03~AGE~OVERALL,2021,2021,HI,Hawaii,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,22.8,22.8,,,21,24.7,,Age Group,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),C02,TNC03,Q16,,15,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2017~2017~27~Q27~TMC03~AGE~RACE,2017,2017,MN,Minnesota,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,31.4,31.4,,,19.3,46.8,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-94.79420050299967 46.35564873600049),C05,TMC03,Q27,,27,AGE,5064,RACE,NAA,,,
BRFSS~2016~2016~20~Q07~TOC05~AGE~OVERALL,2016,2016,KS,Kansas,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,%,PRCTG,Percentage,76,76,,,74.8,77.2,,Age Group,Overall,,,,,POINT (-98.20078122699965 38.34774030000045),C01,TOC05,Q07,,20,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2016~2016~22~Q32~TOC07~AGE~GENDER,2016,2016,LA,Louisiana,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",,%,PRCTG,Percentage,30.4,30.4,,,25.9,35.4,,Age Group,65 years or older,Gender,Male,,,POINT (-92.44568007099969 31.31266064400046),C01,TOC07,Q32,,22,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2021~2021~27~Q09~TSC09~AGE~RACE,2021,2021,MN,Minnesota,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,%,PRCTG,Percentage,32.5,32.5,,,21.1,46.5,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-94.79420050299967 46.35564873600049),C03,TSC09,Q09,,27,AGE,5064,RACE,BLK,,,
BRFSS~2015~2015~11~Q33~TOC08~AGE~GENDER,2015,2015,DC,District of Columbia,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,75.2,75.2,,,68.7,80.7,,Age Group,50-64 years,Gender,Female,,,POINT (-77.036871 38.907192),C01,TOC08,Q33,,11,AGE,5064,GENDER,FEMALE,,,
BRFSS~2018~2018~28~Q16~TNC03~AGE~GENDER,2018,2018,MS,Mississippi,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,34.5,34.5,,,30.3,38.9,,Age Group,50-64 years,Gender,Male,,,POINT (-89.53803082499968 32.745510099000455),C02,TNC03,Q16,,28,AGE,5064,GENDER,MALE,,,
BRFSS~2016~2016~06~Q17~TAC01~AGE~RACE,2016,2016,CA,California,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-120.99999953799971 37.63864012300047),C04,TAC01,Q17,,6,AGE,65PLUS,RACE,NAA,,,
BRFSS~2021~2021~01~Q13~TNC04~AGE~RACE,2021,2021,AL,Alabama,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-86.63186076199969 32.84057112200048),C02,TNC04,Q13,,1,AGE,65PLUS,RACE,NAA,,,
BRFSS~2021~2021~21~Q44~TOC12~AGE~RACE,2021,2021,KY,Kentucky,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-84.77497104799966 37.645970271000465),C01,TOC12,Q44,,21,AGE,65PLUS,RACE,NAA,,,
BRFSS~2016~2016~29~Q13~TNC04~AGE~RACE,2016,2016,MO,Missouri,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-92.56630005299968 38.635790776000476),C02,TNC04,Q13,,29,AGE,65PLUS,RACE,ASN,,,
BRFSS~2017~2017~30~Q33~TOC08~AGE~RACE,2017,2017,MT,Montana,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-109.42442064499971 47.06652897200047),C01,TOC08,Q33,,30,AGE,5064,RACE,HIS,,,
BRFSS~2018~2018~05~Q27~TMC03~AGE~RACE,2018,2018,AR,Arkansas,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-92.27449074299966 34.74865012400045),C05,TMC03,Q27,,5,AGE,5064,RACE,NAA,,,
BRFSS~2020~2020~34~Q33~TOC08~AGE~RACE,2020,2020,NJ,New Jersey,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,80.8,80.8,,,75.1,85.4,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-74.27369128799967 40.13057004800049),C01,TOC08,Q33,,34,AGE,5064,RACE,BLK,,,
BRFSS~2019~2019~28~Q16~TNC03~AGE~RACE,2019,2019,MS,Mississippi,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-89.53803082499968 32.745510099000455),C02,TNC03,Q16,,28,AGE,65PLUS,RACE,ASN,,,
BRFSS~2016~2021~50~Q38~TGC03~AGE~RACE,2016,2021,VT,Vermont,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-72.51764079099962 43.62538123900049),C07,TGC03,Q38,,50,AGE,5064,RACE,ASN,,,
BRFSS~2019~2019~9002~Q42~TCC04~AGE~RACE,2019,2019,MDW,Midwest,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,,%,PRCTG,Percentage,51.8,51.8,&,Regional estimates may not represent all states in the region,33.5,69.6,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,,C06,TCC04,Q42,,9002,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2015~2015~16~Q39~TGC04~AGE~RACE,2015,2015,ID,Idaho,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-114.3637300419997 43.682630005000476),C07,TGC04,Q39,,16,AGE,5064,RACE,HIS,,,
BRFSS~2020~2020~22~Q21~TAC03~AGE~OVERALL,2020,2020,LA,Louisiana,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,6.1,6.1,,,4.7,7.9,,Age Group,65 years or older,,,,,POINT (-92.44568007099969 31.31266064400046),C04,TAC03,Q21,,22,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2021~2021~18~Q44~TOC12~AGE~GENDER,2021,2021,IN,Indiana,BRFSS,Overall Health,Severe joint pain among older adults with arthritis,Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis,,%,PRCTG,Percentage,32.6,32.6,,,30,35.3,,Age Group,Overall,Gender,Female,,,POINT (-86.14996019399968 39.766910452000445),C01,TOC12,Q44,,18,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2020~2020~27~Q34~TOC09~AGE~GENDER,2020,2020,MN,Minnesota,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,80.1,80.1,,,78.1,81.9,,Age Group,65 years or older,Gender,Female,,,POINT (-94.79420050299967 46.35564873600049),C01,TOC09,Q34,,27,AGE,65PLUS,GENDER,FEMALE,,,
BRFSS~2021~2021~66~Q02~TNC02~AGE~OVERALL,2021,2021,GU,Guam,BRFSS,Nutrition/Physical Activity/Obesity,Eating 3 or more vegetables daily,Percentage of older adults who are eating 3 or more vegetables daily,,%,PRCTG,Percentage,16.5,16.5,,,10.4,25.2,,Age Group,65 years or older,,,,,POINT (144.793731 13.444304),C02,TNC02,Q02,,66,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2020~2020~22~Q34~TOC09~AGE~RACE,2020,2020,LA,Louisiana,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-92.44568007099969 31.31266064400046),C01,TOC09,Q34,,22,AGE,AGE_OVERALL,RACE,NAA,,,
